TimePoint,Experiment,Group,Date,Time,Mode,Multiple Reads per Well (Circle (filled)),Multiple Reads per Well (Border),Excitation Wavelength,Emission Wavelength,Excitation Bandwidth,Emission Bandwidth,Gain,Number of Flashes,Integration Time,Lag Time,Settle Time,Well,Mean,StDev,5;14,6;14,7;14,8;14,9;14,11;13,10;13,9;13,8;13,7;13,6;13,5;13,4;13,3;13,2;12,3;12,4;12,5;12,6;12,7;12,8;12,9;12,10;12,11;12,12;12,13;11,12;11,11;11,10;11,9;11,8;11,7;11,6;11,5;11,4;11,3;11,2;11,1;11,1;10,2;10,3;10,4;10,5;10,6;10,7;10,8;10,9;10,10;10,11;10,12;10,13;10,14;9,13;9,12;9,11;9,10;9,9;9,8;9,7;9,6;9,5;9,4;9,3;9,2;9,1;9,0;9,0;8,1;8,2;8,3;8,4;8,5;8,6;8,7;8,8;8,9;8,10;8,11;8,12;8,13;8,14;8,14;7,13;7,12;7,11;7,10;7,9;7,8;7,7;7,6;7,5;7,4;7,3;7,2;7,1;7,0;7,0;6,1;6,2;6,3;6,4;6,5;6,6;6,7;6,8;6,9;6,10;6,11;6,12;6,13;6,14;6,14;5,13;5,12;5,11;5,10;5,9;5,8;5,7;5,6;5,5;5,4;5,3;5,2;5,1;5,0;5,1;4,2;4,3;4,4;4,5;4,6;4,7;4,8;4,9;4,10;4,11;4,12;4,13;4,13;3,12;3,11;3,10;3,9;3,8;3,7;3,6;3,5;3,4;3,3;3,2;3,1;3,2;2,3;2,4;2,5;2,6;2,7;2,8;2,9;2,10;2,11;2,12;2,11;1,10;1,9;1,8;1,7;1,6;1,5;1,4;1,3;1,5;0,6;0,7;0,8;0,9;0
24h,1,pos,2021/12/14,18:53:27,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A1,438,39,496,487,453,479,476,463,457,439,446,439,489,454,455,538,503,465,470,447,445,423,415,410,426,477,440,433,440,418,421,407,420,405,413,425,405,437,423,461,442,414,439,427,429,418,445,394,388,387,418,429,458,435,418,470,434,400,414,435,371,399,428,411,365,427,435,477,432,416,410,380,419,383,383,439,390,407,401,396,373,436,434,455,421,426,425,405,428,391,409,385,361,410,402,428,434,423,451,397,358,400,387,383,380,387,424,438,444,413,473,491,476,519,470,486,447,437,410,413,374,399,393,392,412,410,398,419,436,414,365,415,429,441,408,419,439,485,455,497,514,546,496,485,476,481,484,421,466,416,441,455,426,438,464,450,456,481,427,432,482,506,470,494,529,556,495,522,520,500,483,462,418,460,456,497,474,510,470
24h,1,pos,2021/12/14,18:53:27,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A2,53866,4042,40113,,60813,41521,53085,55590,38586,56929,55327,53616,53212,56035,51476,53391,53559,50261,57480,48609,54093,56954,56150,49766,53369,54708,54607,51373,50861,55804,49205,53688,56023,54076,50013,51874,54255,52713,51086,52254,55729,53913,,54212,55287,56243,53708,48933,49874,53757,53342,52509,51719,56981,42819,54395,59480,,56558,58794,52504,50901,50923,51104,51342,52660,52886,53931,55224,55126,,59788,,59589,57791,55761,55218,46635,49981,51745,54016,54391,52605,56098,49347,,,,,57898,51062,50369,46117,46490,51489,53615,51436,53410,60581,49971,,,,57877,57064,57100,54012,45784,48522,53685,55021,53539,51979,57736,47762,55616,,,58031,57767,55474,53429,49485,50500,53455,53025,52790,54814,60797,51883,,61504,61993,52636,53307,52659,52310,55098,55224,55293,53065,58234,46517,55066,,59077,52369,54109,55213,53650,51579,52968,54197,54813,59235,51210,56451,61373,59852,54308,56100,59732,57330,51683,52919,60561,47909,54017,63593,58687,51691,54858,58317,57322,58947,49903,58961,59234,57505
24h,1,pos,2021/12/14,18:53:27,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A3,48542,4324,29603,,52728,34701,44160,49555,35270,50267,45240,49302,47605,50964,45597,48785,47201,45631,52229,43090,48442,50254,51143,44348,47260,47259,49425,45929,43059,51934,45704,47289,48229,50287,44935,45871,46687,47794,46334,46584,50735,49152,54848,47115,49398,49392,48540,42190,44210,46824,48147,46620,46955,49113,38304,48008,50286,54926,51519,53056,46505,44255,43171,46242,45728,46729,46730,48806,51714,46859,57133,52989,52979,51953,53220,48545,50183,40551,44322,44868,47979,48084,47171,50155,43084,53656,54494,56470,52644,50695,44291,44619,39033,41608,45479,48542,46240,47998,51840,46572,55384,56592,55424,51673,51575,50477,48221,40260,43795,46075,48909,47800,47040,52758,41882,51378,57009,56008,50804,51698,48377,48351,43219,45324,46792,48006,47115,48655,54450,46091,55233,54680,56733,46033,48077,44949,47549,48636,49075,48000,48391,51807,42031,48870,55076,52948,47142,48425,48263,48750,46304,47390,48571,49576,54142,45301,51526,53752,54552,47425,51298,51529,52322,46935,47721,55633,43347,48114,55347,53383,46413,49126,50692,52535,52265,43611,53555,52480,52599
24h,2,stim,2021/12/19,19:06:05,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A1,16327,1472,9918,11851,23738,16110,13318,17970,16447,14021,14936,17356,17322,15427,14897,16811,15124,14858,17523,15703,16389,16995,16818,15217,16164,16585,15897,15866,15358,16953,15027,15727,16705,16200,14937,15187,16234,15770,15093,15369,15640,16359,18065,16578,17131,17282,16509,15221,15043,16304,15814,15409,15442,16931,13086,16539,17573,17819,17228,17443,15940,15053,15190,14572,15287,15879,15754,15692,17269,15788,18453,17993,18230,17559,17362,16594,16609,14136,14861,15562,15998,16163,15489,16728,15514,17719,18456,18878,17808,16956,15660,14676,14160,13830,15360,15775,15210,16130,17793,14692,18344,19178,18432,17322,17230,17315,16489,13870,14733,15643,16380,15926,15495,17558,14232,16986,19295,18599,17069,17264,16975,15964,14966,14971,16258,15629,15373,15702,17547,15534,18224,18640,18157,16007,15988,15947,15575,16300,16204,16625,15970,17620,14294,16311,18658,17677,16013,16492,16748,15810,15274,15859,16141,16026,17989,15191,16744,18791,18130,16298,16844,17968,16842,15652,15813,17939,14370,15850,18516,17168,15455,16326,17572,16711,17886,14830,17312,17736,17039
24h,2,stim,2021/12/19,19:06:05,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A2,17022,1326,12763,15778,16425,12451,16066,15881,12142,17738,18070,16225,16734,17110,16041,16496,16498,15770,17331,16077,16951,18527,16713,15936,17056,17440,16306,16858,15804,17317,16101,16881,18026,16779,16170,16390,17449,15688,15861,16339,17204,16754,18653,17596,17773,17905,17062,15798,15980,17223,16223,16364,16425,17611,13922,17769,18386,18773,18682,18358,17063,15868,16303,15908,16399,16333,16211,16328,17116,16724,18525,18614,18811,19124,18015,17523,17314,15456,15520,16178,16663,17096,16457,18005,15976,18698,19513,19413,18769,17638,16839,15635,15188,14274,16235,16199,15933,16205,18590,15648,19128,20163,18981,18636,17944,18096,16691,15108,15326,16465,16886,16969,16108,18029,15088,17744,19766,19510,18237,17974,17776,16559,15768,15736,16722,16453,16252,16334,18746,16183,18765,19473,18559,17114,16457,17255,15719,17521,16944,17315,16537,18575,14816,16913,19577,17876,16958,17168,17635,16389,16392,16394,16801,16659,18122,15914,17298,18987,18188,16699,17212,18579,17477,16504,16839,18576,14728,16984,19854,17713,16396,17035,18123,17026,18473,15440,18333,18726,17564
24h,2,stim,2021/12/19,19:06:05,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,A3,15653,1281,11601,13787,15015,10972,14718,14561,11014,16161,16302,14652,15105,15630,14587,15133,14417,14917,15933,14862,15376,17250,15043,14763,15676,16071,15041,15230,14936,15591,14561,15271,16263,15502,14777,14940,15727,14953,14616,15144,15840,15280,17267,15803,16064,16502,15654,14363,14535,15420,15069,14864,14627,15380,12984,15919,16662,16960,17376,16926,15443,14210,14588,14651,15113,15006,14855,15303,16681,15242,17357,17101,17141,17436,16564,16320,16196,14176,13868,14814,15334,15484,15000,16492,14290,17255,17951,18099,17519,16144,15395,14787,13522,13313,14948,15464,14897,14971,16156,14741,17208,18363,17735,17396,16340,16957,15480,13811,13767,14939,15108,15494,15184,16992,13785,16952,18622,18002,16543,16231,16470,15437,14252,14488,15620,15295,14863,15408,17532,14871,17409,18057,17803,15524,15376,15508,14289,15559,15226,15828,15125,16872,13815,15846,17539,16977,15564,15925,16073,15441,15320,15669,15647,15031,17559,14965,16286,17823,17113,15601,15747,16841,16130,15498,15493,17636,13908,15426,18361,16583,14964,15818,17091,15949,17029,14292,16825,17030,16590
24h,2,control,2021/12/19,19:06:05,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B1,12410,1133,4474,9754,12582,9690,13035,11783,11441,12902,12487,11278,13018,12387,11610,12335,11872,11707,12955,11533,12577,13160,12939,11732,12398,12524,12121,12281,11709,12732,11529,11908,12467,12656,11678,11942,12385,11980,11932,12014,12675,12432,13788,12508,13021,12953,12542,11414,11592,12692,12159,11799,11808,12503,9855,12590,13027,13325,13124,13823,12141,11994,11815,11072,11704,11871,11604,11707,13362,12122,14379,13656,13943,13508,13277,12492,12273,10971,11396,12148,12078,11870,12005,13243,11300,13321,14148,14391,13570,13221,12167,11704,11028,10455,11544,12027,11444,11745,12821,11679,14027,14615,14168,13286,13037,12855,11837,10512,11299,11916,12181,12217,11979,13636,10804,13135,14752,14381,13199,13289,13229,12182,11540,11283,12105,11987,11711,11942,13474,11948,13807,14505,14048,11913,12235,11736,11721,12254,12278,12562,12197,13545,10839,12479,14410,13555,12442,12537,12787,11991,11851,12213,12410,12150,13749,11752,12920,14187,13680,12050,12832,13596,12824,12017,12149,13963,10764,12419,14388,12975,12099,12645,13363,12571,13551,11170,13331,13270,12910
24h,2,control,2021/12/19,19:06:05,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B2,12075,1089,4185,9135,11888,10033,12639,11242,11267,12594,11827,11270,12716,12183,11328,12021,12034,11208,12866,11410,12187,12556,12196,11385,12265,12145,11436,11635,11168,12375,11274,11726,12340,11833,11311,11596,12059,11697,11404,11684,12442,12331,13317,12315,12537,12697,12073,11131,11330,12139,11545,11363,11574,12412,9818,12406,12867,13119,12647,13063,11822,11185,11431,11214,11543,12012,11362,11585,12082,11941,13396,13201,13490,13751,12905,12419,11844,10620,10937,11264,11535,11742,11502,12617,11077,13048,13849,14065,13412,12721,11982,11487,10595,10373,11339,12099,11375,11370,13636,11470,13598,14180,13608,12954,12639,12866,12133,10334,10937,11724,11962,11864,11614,12808,10835,12650,14075,13930,13127,12995,12522,11837,10869,11136,11909,11853,11456,11821,13530,11681,13177,13618,13591,12053,11680,11626,11234,12031,12069,12320,11665,13324,10410,12266,13965,13199,12100,12267,12192,11796,11819,11915,12024,11785,13054,11346,12419,13500,13326,11649,12412,13062,12641,11471,11849,13451,10468,11999,14217,12878,11667,12057,12934,12245,12841,10739,13012,13160,12789
24h,2,control,2021/12/19,19:06:05,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B3,12180,1216,5094,10034,19204,11886,9601,14216,11435,11009,11016,12957,12800,11184,11105,12233,11480,11110,13206,11827,12119,12565,12360,11173,12111,12333,11773,11670,11466,12533,11224,11734,12748,12200,11694,11705,12426,11868,11328,11562,11643,12612,13533,11982,12637,12764,12124,10880,11228,12085,11721,11557,11497,12836,9732,12380,13252,13319,12871,13127,11745,11236,11413,11244,11799,11990,11484,11915,12927,11793,13870,13343,13309,13608,13057,12469,12412,10660,11167,11328,11711,11816,11959,12634,11451,12966,13888,14328,13590,12588,11849,11294,10333,10269,11451,12050,11616,11728,13505,11115,13835,14583,13761,12701,12780,12912,11906,10357,10382,11860,11900,11810,11670,13402,10833,12761,14462,13980,12925,12749,12750,12358,11054,10961,11996,12121,11566,11450,12598,11841,13715,13772,13699,11888,11945,11476,11225,11844,12103,12117,11796,13679,10483,12315,13918,13091,12126,12112,12452,11912,11743,11915,12068,11745,13351,11563,12497,13729,13487,12147,12269,12931,12486,11609,11699,13348,10709,11871,13740,12818,11296,12265,12921,12176,13054,11119,12947,12999,12718
24h,2,pos,2021/12/19,19:11:36,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B1,40625,3538,22058,30550,,39386,32731,46668,36015,38804,34702,44183,43443,39004,35997,41260,39608,35367,43505,38946,41123,42035,42821,38885,40306,40726,40850,39209,37375,42323,37890,39568,40640,40942,37501,38736,40547,39500,38515,39117,39822,41627,44912,41059,41710,42435,40195,37167,38395,41471,40368,39420,39262,42591,32373,41282,43550,45151,42355,44825,39111,38242,37177,37448,38518,39711,38737,39713,43505,39981,46773,44567,45483,43813,42900,40498,40774,34618,37417,39687,40357,39958,39484,41522,38464,44143,45442,47037,44861,42179,38965,37821,34915,33773,38086,40010,38243,39560,44934,37546,47376,48138,46207,42998,41936,42156,40012,33148,36538,40257,40659,40164,39607,44061,36153,42988,48294,47043,43187,43512,41576,39919,36966,37116,39545,39967,38119,39812,43061,38701,45981,45648,44589,39334,38973,38682,39376,40978,41317,40866,39781,44617,35229,41380,46619,44138,39661,40146,41534,38932,38407,39220,40716,39578,44423,37685,42149,45844,45292,39770,42742,43932,42345,39078,40080,45306,35796,39623,46166,43455,38586,40382,43038,41932,43975,36294,44159,43975,42233
24h,2,pos,2021/12/19,19:11:36,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B2,40298,3253,28559,43524,43530,29514,38140,39983,29172,42154,41671,39589,39562,41328,38582,39721,39055,37534,42839,36733,39848,42731,40961,37053,39785,39527,39196,38048,37283,41353,37407,39037,40978,40610,37634,38205,40473,39417,37802,38625,41222,39783,44333,39947,41059,41877,39949,36086,37540,40506,39510,38412,38458,42399,32430,40487,43324,44473,42223,43528,38836,37624,36674,38386,38489,39487,38848,39960,40464,40498,45855,43364,44544,43842,42744,41213,39822,34465,37253,38311,39270,39789,39205,42250,36950,43127,45937,46199,44377,42400,38973,37362,34208,33903,38046,39691,37832,39084,44599,37177,46590,47159,45355,42827,42476,42393,40078,33616,36461,39461,40134,39735,38761,42409,35706,41564,47324,46192,43569,42261,40220,39422,36679,36812,39325,38991,38359,39587,44585,38728,45099,46534,44676,39197,39221,38612,38159,40782,40840,41089,38952,44216,34515,41483,46268,43125,39518,40456,40517,39513,38429,39354,39448,40197,43579,38087,41867,45266,44011,39308,41540,44120,41946,38489,39286,45302,35729,39690,46231,42782,38289,40677,43200,41427,43312,36632,43352,43686,42111
24h,2,pos,2021/12/19,19:11:36,Fluorescence Top Reading,15 x 15,6000 µm,485 nm,535 nm,9 nm,20 nm,100,2,20 µs,0 µs,0 ms,B3,41177,3560,27499,35206,43044,28772,39239,40223,29637,43537,43245,39463,40160,42509,39564,41020,38723,38935,44181,38508,40902,44382,41435,38711,41189,41411,40325,39720,38193,42643,38925,40443,42461,42460,38146,39456,41674,40293,38679,39302,42712,40463,45368,41022,42298,42718,40832,37029,38106,40592,39860,39555,39373,40937,32483,40907,43471,45968,44381,44564,40357,37147,37871,38695,40052,40251,39850,40226,44310,39898,47324,44965,45602,45774,44419,42990,41891,35551,36272,39141,40511,40437,39076,43775,37936,45301,46662,46991,45929,42968,39406,38397,33385,33770,39339,40844,38987,40361,42800,38659,46603,49018,46690,44192,43146,44657,40994,34641,35201,39344,40734,40624,39892,44470,36386,44394,48918,46758,44355,44402,42193,40327,36416,37466,40638,41093,39226,40633,45817,39183,46421,47522,46816,39914,40602,38780,38751,40697,41138,41182,40491,44090,35874,41903,47088,44265,40570,41066,41654,40142,39823,40571,41189,39879,45555,38783,43308,47121,45528,40559,41859,44188,43409,39148,40646,46518,36065,40170,47266,43754,38951,41115,43725,42745,44352,36835,44532,44415,43896
